"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","明石町","新富町(東京)",8,60000000,"","１ＬＤＫ",35,"","","","","2017年","ＲＣ","住宅","住宅","","","","２種住居",60,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","明石町","新富町(東京)",6,37000000,"","２ＬＤＫ",50,"","","","","1978年","ＳＲＣ","住宅","事務所","","","","２種住居",60,400,"2024年第4四半期","未改装",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13102","東京都","中央区","明石町","築地",6,2400000000,"","",410,"","長方形",14,"2,000㎡以上","2024年","ＲＣ","共同住宅","住宅","南西","区道",13,"２種住居",60,400,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","入船","八丁堀(東京)",3,40000000,4000000,"",35,1200000,"ほぼ長方形",3.7,"","","","","住宅","南","区道",3,"商業",80,500,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","入船","八丁堀(東京)",2,19000000,"","１Ｒ",20,"","","","","1982年","ＳＲＣ","店舗","店舗","","","","商業",80,700,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","入船","八丁堀(東京)",2,28000000,"","１Ｋ",20,"","","","","2003年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","改装済み",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13102","東京都","中央区","勝どき","勝どき",2,93000000,"","",45,"","ほぼ長方形",5,45,"","木造","住宅","店舗","北東","私道",2.7,"２種住居",80,400,"2024年第4四半期","","私道を含む取引"
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",6,80000000,"","１ＬＤＫ",50,"","","","","2016年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",10,40000000,"","１ＬＤＫ",40,"","","","","1973年","ＳＲＣ","","住宅","","","","１種住居",60,400,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",6,80000000,"","１ＬＤＫ",50,"","","","","2016年","ＲＣ","","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",2,160000000,"","２ＬＤＫ",60,"","","","","2023年","ＲＣ","住宅","住宅","","","","２種住居",80,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",6,120000000,"","２ＬＤＫ",65,"","","","","2008年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",3,180000000,"","２ＬＤＫ",70,"","","","","2023年","ＳＲＣ","住宅","住宅","","","","２種住居",80,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",6,98000000,"","１ＬＤＫ",60,"","","","","2008年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",6,160000000,"","４ＬＤＫ",80,"","","","","2016年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",4,210000000,"","３ＬＤＫ",75,"","","","","2023年","ＲＣ","住宅","住宅","","","","２種住居",80,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",3,24000000,"","１Ｋ",20,"","","","","2003年","ＳＲＣ","住宅","その他","","","","商業",80,600,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",2,80000000,"","１ＤＫ",30,"","","","","2023年","ＲＣ","","住宅","","","","２種住居",80,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",7,80000000,"","３ＬＤＫ",65,"","","","","2005年","ＳＲＣ","","住宅","","","","１種住居",60,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",6,200000000,"","３ＬＤＫ",90,"","","","","2008年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",6,160000000,"","３ＬＤＫ",75,"","","","","2016年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",0,89000000,"","１ＤＫ",40,"","","","","1981年","ＳＲＣ","住宅","","","","","商業",80,600,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",6,170000000,"","３ＬＤＫ",95,"","","","","2008年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",0,120000000,"","２ＬＤＫ",60,"","","","","2010年","ＲＣ","","住宅","","","","商業",80,600,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",6,130000000,"","３ＬＤＫ",70,"","","","","2016年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",8,78000000,"","２ＬＤＫ",55,"","","","","2007年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",4,230000000,"","３ＬＤＫ",85,"","","","","2023年","ＲＣ","住宅","住宅","","","","２種住居",80,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",6,150000000,"","３ＬＤＫ",75,"","","","","2016年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",4,170000000,"","３ＬＤＫ",70,"","","","","2023年","ＲＣ","住宅","住宅","","","","２種住居",80,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",4,250000000,"","３ＬＤＫ",95,"","","","","2023年","ＲＣ","住宅","住宅","","","","２種住居",80,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",4,110000000,"","３ＬＤＫ",70,"","","","","2003年","ＳＲＣ","住宅","住宅","","","","２種住居",80,400,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","勝どき","勝どき",6,110000000,"","２ＤＫ",60,"","","","","2008年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13102","東京都","中央区","銀座","銀座",2,2000000000,"","",100,"","ほぼ長方形",5.5,650,"2001年","ＳＲＣ","事務所、店舗","事務所","南東","都道",26.9,"商業",80,800,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13102","東京都","中央区","銀座","銀座一丁目",3,710000000,"","",55,"","長方形",9.5,260,"1986年","ＲＣ","事務所、駐車場","事務所","北西","区道",12.7,"商業",80,700,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","銀座","汐留",3,27000000,"","１Ｋ",20,"","","","","1999年","ＲＣ","住宅","事務所","","","","商業",80,700,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","銀座","新富町(東京)",3,55000000,"","１Ｋ",40,"","","","","2004年","ＲＣ","住宅","","","","","商業",80,600,"2024年第4四半期","未改装",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","銀座","新橋",3,3200000000,100000000,"",100,31000000,"長方形",6.5,"","","","","その他","北西","区道",14.5,"商業",80,700,"2024年第4四半期","","隣地の購入"
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","銀座","築地市場",4,750000000,31000000,"",80,9300000,"不整形",7.5,"","","","","住宅","南西","区道",11,"商業",80,700,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13102","東京都","中央区","銀座","築地市場",4,1100000000,"","",80,"","不整形",4.5,125,"","","","住宅","南西","区道",11,"商業",80,700,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","銀座","築地市場",3,120000000,"","オープンフロア",40,"","","","","2016年","ＲＣ","","事務所","","","","商業",80,700,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","銀座","築地市場",3,47000000,"","１Ｋ",25,"","","","","2016年","ＲＣ","住宅","住宅","","","","商業",80,700,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","銀座","築地市場",5,19000000,"","１Ｋ",15,"","","","","1981年","ＲＣ","住宅","住宅","","","","商業",80,700,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","銀座","東銀座",3,110000000,"","２ＬＤＫ",55,"","","","","2003年","ＳＲＣ","","その他","","","","商業",80,600,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","銀座","東銀座",1,34000000,"","１Ｋ",20,"","","","","2002年","ＳＲＣ","住宅","住宅","","","","商業",80,600,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","銀座","東銀座",6,78000000,"","１ＬＤＫ",40,"","","","","2012年","ＲＣ","住宅","住宅","","","","商業",80,700,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","新川","茅場町",6,290000000,"","３ＬＤＫ",105,"","","","","2011年","ＲＣ","","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","新川","八丁堀(東京)",5,95000000,"","２ＤＫ",50,"","","","","2019年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13102","東京都","中央区","新川","八丁堀(東京)",5,130000000,"","３ＬＤＫ",70,"","","","","2019年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
