"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",8,91000000,"","",50,"","台形",6,85,"2024年","木造","住宅","住宅","北東","区道",4.3,"１種住居",60,300,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",11,90000000,4100000,"",75,1200000,"ほぼ長方形",5,"","","","","その他","北西","私道",3.5,"１種住居",60,300,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",10,130000000,2900000,"",150,870000,"不整形",8.5,"","","","","住宅","北西","区道",5.2,"１種住居",60,300,"2024年第4四半期","","私道を含む取引"
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","鉢山町","代官山",7,210000000,"","２ＬＤＫ",90,"","","","","2006年","ＲＣ","","住宅","","","","２低住専",60,200,"2024年第4四半期","未改装",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","初台","初台",3,80000000,"","",160,"","ほぼ長方形",14,145,"1988年","軽量鉄骨造","住宅","住宅","南","私道",3.6,"１低住専",60,150,"2024年第4四半期","","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","初台","初台",2,1400000000,"","",320,"","ほぼ長方形",16.5,850,"2025年","ＲＣ","共同住宅","住宅","北西","区道",3.5,"１種住居",60,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","東","恵比寿",10,160000000,"","",125,"","ほぼ長方形",10,220,"2013年","鉄骨造","共同住宅","住宅","東","区道",3.4,"商業",80,500,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13113","東京都","渋谷区","東","恵比寿",9,84000000,"","",150,"","ほぼ台形",17,105,"1980年","ＲＣ","住宅","事務所","東","都道",30,"商業",80,500,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","東","恵比寿",8,780000000,"","",350,"","ほぼ正方形",19,530,"2018年","木造","共同住宅","住宅","南西","私道",4,"１種住居",60,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","東","恵比寿",5,420000000,"","",65,"","長方形",6.1,230,"2023年","ＲＣ","共同住宅","住宅","西","区道",4,"準工業",60,400,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","東","渋谷",8,350000000,"","",160,"","長方形",10.5,"","1963年","木造","共同住宅","住宅","北","区道",3.3,"２中住専",60,300,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","東","渋谷",9,130000000,5500000,"",75,1700000,"長方形",5.3,"","","","","住宅","南西","私道",4,"１種住居",60,300,"2024年第4四半期","","私道を含む取引"
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","東","渋谷",8,51000000,"","１ＬＤＫ",35,"","","","","2002年","ＲＣ","住宅","","","","","２中住専",60,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","広尾","恵比寿",6,2000000000,"","",300,"","ほぼ長方形",17.8,630,"2020年","鉄骨造","その他","その他","東","区道",5.4,"商業",80,500,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","広尾","恵比寿",12,140000000,"","２ＬＤＫ",60,"","","","","2015年","ＲＣ","住宅","住宅","","","","２種住居",60,400,"2024年第4四半期","未改装",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13113","東京都","渋谷区","広尾","広尾",4,150000000,"","",40,"","長方形",4,70,"1967年","木造","住宅、店舗","事務所","北東","区道",11.2,"近隣商業",80,400,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","広尾","広尾",10,75000000,"","１ＬＤＫ",40,"","","","","2004年","ＳＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","広尾","広尾",8,220000000,"","３ＬＤＫ",150,"","","","","2013年","ＲＣ","住宅","住宅","","","","１低住専",60,150,"2024年第4四半期","未改装",""
"宅地(土地)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","本町","西新宿五丁目",9,88000000,2700000,"",105,820000,"ほぼ長方形",8,"","","","","その他","南東","区道",2.7,"１種住居",60,300,"2024年第4四半期","","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","本町","西新宿五丁目",4,150000000,3400000,"",145,1000000,"ほぼ長方形",10,"","","","","住宅","南西","私道",2.8,"１種住居",60,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","本町","西新宿五丁目",9,28000000,"","",30,"","ほぼ長方形",4,40,"1977年","木造","住宅","住宅","南西","私道",4,"１種住居",60,300,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","本町","西新宿五丁目",9,55000000,1100000,"",160,340000,"袋地等","","","","","","住宅","南東","私道",4,"１種住居",60,300,"2024年第4四半期","","私道を含む取引"
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","本町","西新宿五丁目",3,30000000,"","１Ｋ",20,"","","","","2014年","ＲＣ","住宅","住宅","","","","１種住居",60,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","本町","西新宿五丁目",5,55000000,"","３ＬＤＫ",60,"","","","","1971年","ＳＲＣ","住宅","住宅","","","","商業",80,600,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","本町","西新宿五丁目",3,78000000,"","２ＬＤＫ",60,"","","","","1998年","ＳＲＣ","住宅","住宅","","","","商業",80,600,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","本町","西新宿五丁目",12,13000000,"","１Ｋ",20,"","","","","1994年","ＲＣ","住宅","住宅","","","","近隣商業",80,300,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","本町","西新宿五丁目",9,80000000,"","２ＬＤＫ",60,"","","","","1994年","ＲＣ","住宅","住宅","","","","１種住居",60,300,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","本町","西新宿五丁目",7,30000000,"","１Ｋ",20,"","","","","2013年","ＲＣ","住宅","住宅","","","","１種住居",60,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","本町","西新宿五丁目",5,50000000,"","３ＬＤＫ",60,"","","","","1971年","ＳＲＣ","住宅","住宅","","","","商業",80,600,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","本町","西新宿五丁目",4,30000000,"","１Ｋ",25,"","","","","2004年","ＲＣ","住宅","住宅","","","","商業",80,600,"2024年第4四半期","改装済み",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","本町","幡ケ谷",9,37000000,"","",110,"","ほぼ長方形",8.2,115,"1991年","木造","共同住宅","その他","南東","私道",3,"１種住居",60,300,"2024年第4四半期","","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","本町","幡ケ谷",9,110000000,"","",125,"","ほぼ長方形",13,145,"1993年","木造","共同住宅","住宅","北東","私道",3.2,"１種住居",60,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","本町","幡ケ谷",7,68000000,"","",70,"","長方形",5.8,75,"1979年","木造","共同住宅","その他","南西","私道",2.7,"１種住居",60,300,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","本町","幡ケ谷",12,80000000,3400000,"",80,1000000,"ほぼ長方形",10.9,"","","","","住宅","西","区道",4.8,"１種住居",60,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","本町","幡ケ谷",6,22000000,"","",35,"","不整形",5.7,75,"1983年","木造","住宅","","北","私道",4,"１種住居",60,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","本町","幡ケ谷",13,80000000,"","",75,"","ほぼ長方形",5,70,"2024年","木造","住宅","住宅","東","区道",3.5,"１種住居",60,300,"2024年第4四半期","","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","本町","幡ケ谷",11,170000000,2900000,"",190,890000,"ほぼ正方形",11.5,"","","","","","南西","区道",4.6,"近隣商業",80,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","本町","幡ケ谷",12,20000000,"","１Ｋ",15,"","","","","1998年","ＲＣ","住宅","住宅","","","","近隣商業",80,300,"2024年第4四半期","改装済み",""
"宅地(土地)","不動産取引価格情報","商業地","13113","東京都","渋谷区","本町","初台",5,290000000,6300000,"",150,1900000,"ほぼ長方形",8.2,"","","","","住宅","南東","都道",15,"１種住居",60,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","本町","初台",4,100000000,"","",105,"","長方形",6,135,"1965年","木造","住宅、店舗","住宅","北西","区道",4,"１種住居",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","本町","初台",7,13000000,"","１Ｒ",20,"","","","","1988年","ＲＣ","住宅","住宅","","","","１種住居",60,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","本町","初台",6,30000000,"","１Ｋ",20,"","","","","2006年","ＲＣ","その他","その他","","","","商業",80,500,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","本町","初台",7,27000000,"","１Ｋ",20,"","","","","2012年","ＲＣ","住宅","","","","","１種住居",60,300,"2024年第4四半期","未改装",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13113","東京都","渋谷区","円山町","渋谷",9,400000000,"","",45,"","ほぼ整形",9,175,"1996年","ＳＲＣ","共同住宅、倉庫、店舗","店舗","北","区道",15,"商業",80,400,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","円山町","渋谷",9,23000000,"","１Ｒ",15,"","","","","1997年","ＳＲＣ","住宅","住宅","","","","商業",80,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","元代々木町","代々木八幡",5,160000000,"","",70,"","","","","2023年","ＳＲＣ","住宅","住宅","","","","１低住専",60,150,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","代々木","参宮橋",6,180000000,"","",85,"","ほぼ長方形",7.9,120,"2012年","木造","住宅","住宅","南","区道",2.6,"２低住専",60,200,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","代々木","参宮橋",3,220000000,"","",100,"","ほぼ長方形",5.5,140,"2005年","木造","住宅","住宅","南西","区道",3.5,"１種住居",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","代々木","参宮橋",5,64000000,"","１Ｋ",45,"","","","","1977年","ＳＲＣ","住宅","住宅","","","","２中住専",60,300,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","代々木","参宮橋",4,54000000,"","１ＬＤＫ",50,"","","","","1972年","ＲＣ","住宅","住宅","","","","２中住専",60,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","代々木","参宮橋",5,75000000,"","１ＬＤＫ",40,"","","","","2003年","ＲＣ","住宅","住宅","","","","２低住専",60,200,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","代々木","参宮橋",7,78000000,"","２ＬＤＫ",55,"","","","","1983年","","住宅","住宅","","","","１種住居",60,300,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","代々木","参宮橋",2,57000000,"","１ＬＤＫ",40,"","","","","2003年","ＲＣ","住宅","住宅","","","","２種住居",60,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","代々木","参宮橋",4,69000000,"","１ＬＤＫ",40,"","","","","2003年","ＲＣ","住宅","住宅","","","","２低住専",60,200,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","代々木","参宮橋",2,120000000,"","２ＤＫ",65,"","","","","1992年","ＲＣ","住宅","住宅","","","","１種住居",60,300,"2024年第4四半期","改装済み",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13113","東京都","渋谷区","代々木","新宿",9,170000000,"","",115,"","ほぼ長方形",6.9,230,"1988年","ＲＣ","共同住宅","住宅","南","私道",4,"商業",80,500,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13113","東京都","渋谷区","代々木","初台",8,84000000,"","",70,"","ほぼ長方形",9.8,"","","","","住宅","西","私道",4,"２中住専",60,300,"2024年第4四半期","","私道を含む取引"
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","代々木","初台",6,34000000,"","１Ｋ",20,"","","","","2011年","ＲＣ","住宅","","","","","準住居",60,400,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","代々木","南新宿",7,41000000,"","２ＬＤＫ",55,"","","","","1968年","鉄骨造","住宅","その他","","","","２中住専",60,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","代々木","代々木",8,23000000,"","",15,"","","","","1984年","ＲＣ","住宅","住宅","","","","２中住専",60,300,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","代々木","代々木",5,30000000,"","１Ｋ",25,"","","","","2002年","ＲＣ","住宅","住宅","","","","２種住居",60,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13113","東京都","渋谷区","代々木","代々木八幡",3,420000000,"","",110,"","ほぼ台形",12,195,"","木造","住宅、店舗","その他","西","都道",43,"準住居",60,400,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","代々木","代々木八幡",5,80000000,"","２ＬＤＫ",60,"","","","","1978年","ＳＲＣ","住宅","","","","","準住居",60,400,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13113","東京都","渋谷区","代々木","代々木八幡",7,580000000,"","",300,"","","","","","","","住宅","","","","２低住専",60,200,"2024年第4四半期","未改装",""
